"location","hits","keyword","geo","gprop","date"
"Maryland",64,"abortion","US","web","2024-10-29 2024-10-30"
"North Carolina",62,"abortion","US","web","2024-10-29 2024-10-30"
"Michigan",59,"abortion","US","web","2024-10-29 2024-10-30"
"Montana",58,"abortion","US","web","2024-10-29 2024-10-30"
"Arkansas",58,"abortion","US","web","2024-10-29 2024-10-30"
"Indiana",57,"abortion","US","web","2024-10-29 2024-10-30"
"Iowa",57,"abortion","US","web","2024-10-29 2024-10-30"
"New Hampshire",57,"abortion","US","web","2024-10-29 2024-10-30"
"Ohio",56,"abortion","US","web","2024-10-29 2024-10-30"
"Pennsylvania",56,"abortion","US","web","2024-10-29 2024-10-30"
"Wisconsin",56,"abortion","US","web","2024-10-29 2024-10-30"
"Idaho",56,"abortion","US","web","2024-10-29 2024-10-30"
"Minnesota",56,"abortion","US","web","2024-10-29 2024-10-30"
"Kansas",56,"abortion","US","web","2024-10-29 2024-10-30"
"Georgia",56,"abortion","US","web","2024-10-29 2024-10-30"
"Connecticut",54,"abortion","US","web","2024-10-29 2024-10-30"
"Colorado",52,"abortion","US","web","2024-10-29 2024-10-30"
"Tennessee",51,"abortion","US","web","2024-10-29 2024-10-30"
"New Mexico",50,"abortion","US","web","2024-10-29 2024-10-30"
"Virginia",48,"abortion","US","web","2024-10-29 2024-10-30"
"Louisiana",47,"abortion","US","web","2024-10-29 2024-10-30"
"New York",46,"abortion","US","web","2024-10-29 2024-10-30"
"Oregon",46,"abortion","US","web","2024-10-29 2024-10-30"
"Texas",46,"abortion","US","web","2024-10-29 2024-10-30"
"Illinois",46,"abortion","US","web","2024-10-29 2024-10-30"
"Oklahoma",44,"abortion","US","web","2024-10-29 2024-10-30"
"Rhode Island",44,"abortion","US","web","2024-10-29 2024-10-30"
"South Carolina",44,"abortion","US","web","2024-10-29 2024-10-30"
"New Jersey",44,"abortion","US","web","2024-10-29 2024-10-30"
"West Virginia",43,"abortion","US","web","2024-10-29 2024-10-30"
"Washington",43,"abortion","US","web","2024-10-29 2024-10-30"
"Alabama",43,"abortion","US","web","2024-10-29 2024-10-30"
"Hawaii",42,"abortion","US","web","2024-10-29 2024-10-30"
"Massachusetts",41,"abortion","US","web","2024-10-29 2024-10-30"
"Utah",41,"abortion","US","web","2024-10-29 2024-10-30"
"Kentucky",41,"abortion","US","web","2024-10-29 2024-10-30"
"California",33,"abortion","US","web","2024-10-29 2024-10-30"
"Mississippi",32,"abortion","US","web","2024-10-29 2024-10-30"
"North Dakota",NA,"abortion","US","web","2024-10-29 2024-10-30"
"Wyoming",NA,"abortion","US","web","2024-10-29 2024-10-30"
"Alaska",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Alabama",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Arkansas",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Arizona",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"California",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Colorado",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Connecticut",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"District of Columbia",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Delaware",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Florida",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Georgia",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Hawaii",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Iowa",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Idaho",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Illinois",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Indiana",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Kansas",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Kentucky",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Louisiana",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Massachusetts",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Maryland",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Maine",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Michigan",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Minnesota",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Missouri",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Mississippi",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Montana",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"North Carolina",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"North Dakota",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Nebraska",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"New Hampshire",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"New Jersey",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"New Mexico",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Nevada",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"New York",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Ohio",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Oklahoma",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Oregon",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Pennsylvania",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Rhode Island",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"South Carolina",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"South Dakota",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Tennessee",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Texas",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Utah",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Virginia",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Vermont",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Washington",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Wisconsin",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"West Virginia",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Wyoming",NA,"bisalp","US","web","2024-10-29 2024-10-30"
"Mississippi",100,"plan B","US","web","2024-10-29 2024-10-30"
"Arkansas",73,"plan B","US","web","2024-10-29 2024-10-30"
"South Carolina",69,"plan B","US","web","2024-10-29 2024-10-30"
"Texas",65,"plan B","US","web","2024-10-29 2024-10-30"
"Tennessee",62,"plan B","US","web","2024-10-29 2024-10-30"
"Arizona",62,"plan B","US","web","2024-10-29 2024-10-30"
"Missouri",62,"plan B","US","web","2024-10-29 2024-10-30"
"California",61,"plan B","US","web","2024-10-29 2024-10-30"
"Florida",59,"plan B","US","web","2024-10-29 2024-10-30"
"Kansas",56,"plan B","US","web","2024-10-29 2024-10-30"
"Oregon",56,"plan B","US","web","2024-10-29 2024-10-30"
"Georgia",55,"plan B","US","web","2024-10-29 2024-10-30"
"Alabama",55,"plan B","US","web","2024-10-29 2024-10-30"
"Nevada",48,"plan B","US","web","2024-10-29 2024-10-30"
"North Carolina",47,"plan B","US","web","2024-10-29 2024-10-30"
"Wisconsin",47,"plan B","US","web","2024-10-29 2024-10-30"
"Connecticut",47,"plan B","US","web","2024-10-29 2024-10-30"
"Oklahoma",44,"plan B","US","web","2024-10-29 2024-10-30"
"Illinois",44,"plan B","US","web","2024-10-29 2024-10-30"
"Utah",43,"plan B","US","web","2024-10-29 2024-10-30"
"Pennsylvania",41,"plan B","US","web","2024-10-29 2024-10-30"
"Maryland",41,"plan B","US","web","2024-10-29 2024-10-30"
"Colorado",40,"plan B","US","web","2024-10-29 2024-10-30"
"Virginia",39,"plan B","US","web","2024-10-29 2024-10-30"
"Louisiana",39,"plan B","US","web","2024-10-29 2024-10-30"
"New York",39,"plan B","US","web","2024-10-29 2024-10-30"
"Michigan",38,"plan B","US","web","2024-10-29 2024-10-30"
"Minnesota",36,"plan B","US","web","2024-10-29 2024-10-30"
"Kentucky",36,"plan B","US","web","2024-10-29 2024-10-30"
"Massachusetts",35,"plan B","US","web","2024-10-29 2024-10-30"
"New Jersey",35,"plan B","US","web","2024-10-29 2024-10-30"
"Indiana",33,"plan B","US","web","2024-10-29 2024-10-30"
"Washington",33,"plan B","US","web","2024-10-29 2024-10-30"
"Ohio",32,"plan B","US","web","2024-10-29 2024-10-30"
"Alaska",NA,"plan B","US","web","2024-10-29 2024-10-30"
"New Mexico",NA,"plan B","US","web","2024-10-29 2024-10-30"
"New Hampshire",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Nebraska",NA,"plan B","US","web","2024-10-29 2024-10-30"
"North Dakota",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Rhode Island",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Montana",NA,"plan B","US","web","2024-10-29 2024-10-30"
"South Dakota",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Maine",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Idaho",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Iowa",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Hawaii",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Vermont",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Delaware",NA,"plan B","US","web","2024-10-29 2024-10-30"
"District of Columbia",NA,"plan B","US","web","2024-10-29 2024-10-30"
"West Virginia",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Wyoming",NA,"plan B","US","web","2024-10-29 2024-10-30"
"Georgia",100,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Florida",71,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Texas",35,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Alaska",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Wyoming",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Colorado",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Connecticut",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"District of Columbia",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Delaware",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Arizona",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Arkansas",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Hawaii",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Iowa",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Idaho",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Illinois",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Indiana",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Kansas",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Kentucky",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Louisiana",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Massachusetts",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Maryland",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Maine",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Michigan",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Minnesota",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Missouri",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Mississippi",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Montana",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"North Carolina",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"North Dakota",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Nebraska",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"New Hampshire",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"New Jersey",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"New Mexico",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Nevada",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"New York",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Ohio",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Oklahoma",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Oregon",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Pennsylvania",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Rhode Island",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"South Carolina",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"South Dakota",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Tennessee",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Alabama",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Utah",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Virginia",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Vermont",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Washington",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Wisconsin",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"West Virginia",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"California",NA,"abortion clinic","US","web","2024-10-29 2024-10-30"
"Mississippi",100,"vasectomy","US","web","2024-10-29 2024-10-30"
"Connecticut",66,"vasectomy","US","web","2024-10-29 2024-10-30"
"Utah",56,"vasectomy","US","web","2024-10-29 2024-10-30"
"Alabama",55,"vasectomy","US","web","2024-10-29 2024-10-30"
"Indiana",53,"vasectomy","US","web","2024-10-29 2024-10-30"
"Louisiana",45,"vasectomy","US","web","2024-10-29 2024-10-30"
"Tennessee",44,"vasectomy","US","web","2024-10-29 2024-10-30"
"Missouri",44,"vasectomy","US","web","2024-10-29 2024-10-30"
"South Carolina",41,"vasectomy","US","web","2024-10-29 2024-10-30"
"Minnesota",39,"vasectomy","US","web","2024-10-29 2024-10-30"
"North Carolina",36,"vasectomy","US","web","2024-10-29 2024-10-30"
"Florida",34,"vasectomy","US","web","2024-10-29 2024-10-30"
"Maryland",33,"vasectomy","US","web","2024-10-29 2024-10-30"
"Ohio",33,"vasectomy","US","web","2024-10-29 2024-10-30"
"Illinois",31,"vasectomy","US","web","2024-10-29 2024-10-30"
"Washington",31,"vasectomy","US","web","2024-10-29 2024-10-30"
"Michigan",31,"vasectomy","US","web","2024-10-29 2024-10-30"
"Arizona",31,"vasectomy","US","web","2024-10-29 2024-10-30"
"Texas",30,"vasectomy","US","web","2024-10-29 2024-10-30"
"Massachusetts",29,"vasectomy","US","web","2024-10-29 2024-10-30"
"Georgia",27,"vasectomy","US","web","2024-10-29 2024-10-30"
"Pennsylvania",26,"vasectomy","US","web","2024-10-29 2024-10-30"
"California",25,"vasectomy","US","web","2024-10-29 2024-10-30"
"New York",22,"vasectomy","US","web","2024-10-29 2024-10-30"
"New Jersey",17,"vasectomy","US","web","2024-10-29 2024-10-30"
"Alaska",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Wyoming",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Maine",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"North Dakota",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Nebraska",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"New Hampshire",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Kentucky",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"New Mexico",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Nevada",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Kansas",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Idaho",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Oklahoma",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Oregon",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Iowa",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Rhode Island",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Hawaii",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"South Dakota",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Delaware",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"District of Columbia",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Colorado",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Virginia",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Vermont",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Arkansas",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Wisconsin",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"West Virginia",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Montana",NA,"vasectomy","US","web","2024-10-29 2024-10-30"
"Nebraska",100,"abortion","US","web","2024-10-31 2024-11-01"
"Missouri",89,"abortion","US","web","2024-10-31 2024-11-01"
"Montana",89,"abortion","US","web","2024-10-31 2024-11-01"
"District of Columbia",77,"abortion","US","web","2024-10-31 2024-11-01"
"Nevada",74,"abortion","US","web","2024-10-31 2024-11-01"
"Delaware",73,"abortion","US","web","2024-10-31 2024-11-01"
"Arizona",71,"abortion","US","web","2024-10-31 2024-11-01"
"Florida",71,"abortion","US","web","2024-10-31 2024-11-01"
"Maine",70,"abortion","US","web","2024-10-31 2024-11-01"
"Michigan",69,"abortion","US","web","2024-10-31 2024-11-01"
"New York",67,"abortion","US","web","2024-10-31 2024-11-01"
"Wisconsin",65,"abortion","US","web","2024-10-31 2024-11-01"
"Pennsylvania",63,"abortion","US","web","2024-10-31 2024-11-01"
"New Mexico",63,"abortion","US","web","2024-10-31 2024-11-01"
"Kansas",60,"abortion","US","web","2024-10-31 2024-11-01"
"North Carolina",58,"abortion","US","web","2024-10-31 2024-11-01"
"Arkansas",57,"abortion","US","web","2024-10-31 2024-11-01"
"Connecticut",57,"abortion","US","web","2024-10-31 2024-11-01"
"Virginia",57,"abortion","US","web","2024-10-31 2024-11-01"
"New Hampshire",56,"abortion","US","web","2024-10-31 2024-11-01"
"Maryland",56,"abortion","US","web","2024-10-31 2024-11-01"
"Mississippi",55,"abortion","US","web","2024-10-31 2024-11-01"
"Colorado",55,"abortion","US","web","2024-10-31 2024-11-01"
"Minnesota",54,"abortion","US","web","2024-10-31 2024-11-01"
"Oregon",54,"abortion","US","web","2024-10-31 2024-11-01"
"Ohio",54,"abortion","US","web","2024-10-31 2024-11-01"
"West Virginia",53,"abortion","US","web","2024-10-31 2024-11-01"
"Indiana",52,"abortion","US","web","2024-10-31 2024-11-01"
"Washington",52,"abortion","US","web","2024-10-31 2024-11-01"
"South Carolina",51,"abortion","US","web","2024-10-31 2024-11-01"
"Oklahoma",50,"abortion","US","web","2024-10-31 2024-11-01"
"Tennessee",50,"abortion","US","web","2024-10-31 2024-11-01"
"Texas",49,"abortion","US","web","2024-10-31 2024-11-01"
"South Dakota",49,"abortion","US","web","2024-10-31 2024-11-01"
"Illinois",48,"abortion","US","web","2024-10-31 2024-11-01"
"Massachusetts",48,"abortion","US","web","2024-10-31 2024-11-01"
"Georgia",47,"abortion","US","web","2024-10-31 2024-11-01"
"Iowa",47,"abortion","US","web","2024-10-31 2024-11-01"
"Kentucky",46,"abortion","US","web","2024-10-31 2024-11-01"
"Rhode Island",45,"abortion","US","web","2024-10-31 2024-11-01"
"Utah",45,"abortion","US","web","2024-10-31 2024-11-01"
"New Jersey",44,"abortion","US","web","2024-10-31 2024-11-01"
"Hawaii",43,"abortion","US","web","2024-10-31 2024-11-01"
"Idaho",42,"abortion","US","web","2024-10-31 2024-11-01"
"Alabama",40,"abortion","US","web","2024-10-31 2024-11-01"
"Louisiana",38,"abortion","US","web","2024-10-31 2024-11-01"
"California",34,"abortion","US","web","2024-10-31 2024-11-01"
"Alaska",NA,"abortion","US","web","2024-10-31 2024-11-01"
"Vermont",NA,"abortion","US","web","2024-10-31 2024-11-01"
"North Dakota",NA,"abortion","US","web","2024-10-31 2024-11-01"
"Wyoming",NA,"abortion","US","web","2024-10-31 2024-11-01"
"Alaska",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Alabama",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Arkansas",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Arizona",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"California",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Colorado",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Connecticut",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"District of Columbia",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Delaware",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Florida",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Georgia",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Hawaii",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Iowa",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Idaho",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Illinois",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Indiana",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Kansas",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Kentucky",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Louisiana",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Massachusetts",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Maryland",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Maine",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Michigan",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Minnesota",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Missouri",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Mississippi",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Montana",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"North Carolina",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"North Dakota",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Nebraska",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"New Hampshire",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"New Jersey",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"New Mexico",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Nevada",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"New York",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Ohio",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Oklahoma",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Oregon",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Pennsylvania",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Rhode Island",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"South Carolina",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"South Dakota",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Tennessee",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Texas",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Utah",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Virginia",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Vermont",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Washington",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Wisconsin",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"West Virginia",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Wyoming",NA,"bisalp","US","web","2024-10-31 2024-11-01"
"Nevada",100,"plan B","US","web","2024-10-31 2024-11-01"
"Alabama",81,"plan B","US","web","2024-10-31 2024-11-01"
"Idaho",72,"plan B","US","web","2024-10-31 2024-11-01"
"Utah",68,"plan B","US","web","2024-10-31 2024-11-01"
"Georgia",67,"plan B","US","web","2024-10-31 2024-11-01"
"Iowa",60,"plan B","US","web","2024-10-31 2024-11-01"
"Texas",59,"plan B","US","web","2024-10-31 2024-11-01"
"North Carolina",57,"plan B","US","web","2024-10-31 2024-11-01"
"Mississippi",56,"plan B","US","web","2024-10-31 2024-11-01"
"Connecticut",52,"plan B","US","web","2024-10-31 2024-11-01"
"South Carolina",52,"plan B","US","web","2024-10-31 2024-11-01"
"Kentucky",50,"plan B","US","web","2024-10-31 2024-11-01"
"Maryland",49,"plan B","US","web","2024-10-31 2024-11-01"
"Florida",49,"plan B","US","web","2024-10-31 2024-11-01"
"Arkansas",48,"plan B","US","web","2024-10-31 2024-11-01"
"Oklahoma",47,"plan B","US","web","2024-10-31 2024-11-01"
"California",47,"plan B","US","web","2024-10-31 2024-11-01"
"Minnesota",47,"plan B","US","web","2024-10-31 2024-11-01"
"Michigan",46,"plan B","US","web","2024-10-31 2024-11-01"
"Louisiana",46,"plan B","US","web","2024-10-31 2024-11-01"
"Arizona",45,"plan B","US","web","2024-10-31 2024-11-01"
"Kansas",45,"plan B","US","web","2024-10-31 2024-11-01"
"Illinois",44,"plan B","US","web","2024-10-31 2024-11-01"
"Colorado",42,"plan B","US","web","2024-10-31 2024-11-01"
"Indiana",42,"plan B","US","web","2024-10-31 2024-11-01"
"Missouri",42,"plan B","US","web","2024-10-31 2024-11-01"
"Tennessee",42,"plan B","US","web","2024-10-31 2024-11-01"
"Wisconsin",41,"plan B","US","web","2024-10-31 2024-11-01"
"Pennsylvania",41,"plan B","US","web","2024-10-31 2024-11-01"
"Ohio",38,"plan B","US","web","2024-10-31 2024-11-01"
"Virginia",37,"plan B","US","web","2024-10-31 2024-11-01"
"New Jersey",36,"plan B","US","web","2024-10-31 2024-11-01"
"Washington",36,"plan B","US","web","2024-10-31 2024-11-01"
"New York",36,"plan B","US","web","2024-10-31 2024-11-01"
"Massachusetts",32,"plan B","US","web","2024-10-31 2024-11-01"
"Oregon",25,"plan B","US","web","2024-10-31 2024-11-01"
"Alaska",NA,"plan B","US","web","2024-10-31 2024-11-01"
"New Mexico",NA,"plan B","US","web","2024-10-31 2024-11-01"
"New Hampshire",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Rhode Island",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Nebraska",NA,"plan B","US","web","2024-10-31 2024-11-01"
"South Dakota",NA,"plan B","US","web","2024-10-31 2024-11-01"
"North Dakota",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Montana",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Maine",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Hawaii",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Vermont",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Delaware",NA,"plan B","US","web","2024-10-31 2024-11-01"
"District of Columbia",NA,"plan B","US","web","2024-10-31 2024-11-01"
"West Virginia",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Wyoming",NA,"plan B","US","web","2024-10-31 2024-11-01"
"Rhode Island",100,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Georgia",13,"abortion clinic","US","web","2024-10-31 2024-11-01"
"New York",11,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Florida",9,"abortion clinic","US","web","2024-10-31 2024-11-01"
"California",3,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Alaska",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Wyoming",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"District of Columbia",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Delaware",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Colorado",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Arizona",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Hawaii",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Iowa",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Idaho",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
"Illinois",NA,"abortion clinic","US","web","2024-10-31 2024-11-01"
