"location","hits","keyword","geo","gprop","date"
"District of Columbia",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Delaware",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Florida",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Georgia",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Hawaii",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Iowa",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Idaho",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Illinois",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Indiana",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Kansas",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Kentucky",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Louisiana",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Massachusetts",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Maryland",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Maine",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Michigan",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Minnesota",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Missouri",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Mississippi",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Montana",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"North Carolina",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"North Dakota",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Nebraska",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"New Hampshire",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"New Jersey",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"New Mexico",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Nevada",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"New York",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Ohio",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Oklahoma",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Oregon",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Pennsylvania",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Rhode Island",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"South Carolina",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"South Dakota",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Tennessee",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Alabama",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Utah",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Virginia",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Vermont",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Washington",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Wisconsin",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"West Virginia",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"Arizona",NA,"bisalp","US","web","2024-11-06 2024-11-07"
"South Dakota",100,"plan B","US","web","2024-11-06 2024-11-07"
"Oklahoma",91,"plan B","US","web","2024-11-06 2024-11-07"
"Indiana",89,"plan B","US","web","2024-11-06 2024-11-07"
"Delaware",88,"plan B","US","web","2024-11-06 2024-11-07"
"New Hampshire",86,"plan B","US","web","2024-11-06 2024-11-07"
"Texas",85,"plan B","US","web","2024-11-06 2024-11-07"
"Connecticut",85,"plan B","US","web","2024-11-06 2024-11-07"
"West Virginia",83,"plan B","US","web","2024-11-06 2024-11-07"
"District of Columbia",83,"plan B","US","web","2024-11-06 2024-11-07"
"Kentucky",83,"plan B","US","web","2024-11-06 2024-11-07"
"Florida",81,"plan B","US","web","2024-11-06 2024-11-07"
"Nebraska",78,"plan B","US","web","2024-11-06 2024-11-07"
"South Carolina",78,"plan B","US","web","2024-11-06 2024-11-07"
"Michigan",77,"plan B","US","web","2024-11-06 2024-11-07"
"Tennessee",75,"plan B","US","web","2024-11-06 2024-11-07"
"Utah",75,"plan B","US","web","2024-11-06 2024-11-07"
"Louisiana",72,"plan B","US","web","2024-11-06 2024-11-07"
"Pennsylvania",72,"plan B","US","web","2024-11-06 2024-11-07"
"Massachusetts",71,"plan B","US","web","2024-11-06 2024-11-07"
"Rhode Island",71,"plan B","US","web","2024-11-06 2024-11-07"
"Oregon",71,"plan B","US","web","2024-11-06 2024-11-07"
"Georgia",70,"plan B","US","web","2024-11-06 2024-11-07"
"California",69,"plan B","US","web","2024-11-06 2024-11-07"
"Kansas",69,"plan B","US","web","2024-11-06 2024-11-07"
"Wisconsin",69,"plan B","US","web","2024-11-06 2024-11-07"
"Hawaii",69,"plan B","US","web","2024-11-06 2024-11-07"
"Alabama",68,"plan B","US","web","2024-11-06 2024-11-07"
"Ohio",67,"plan B","US","web","2024-11-06 2024-11-07"
"New York",65,"plan B","US","web","2024-11-06 2024-11-07"
"Nevada",65,"plan B","US","web","2024-11-06 2024-11-07"
"Illinois",64,"plan B","US","web","2024-11-06 2024-11-07"
"North Carolina",64,"plan B","US","web","2024-11-06 2024-11-07"
"Arizona",64,"plan B","US","web","2024-11-06 2024-11-07"
"Mississippi",63,"plan B","US","web","2024-11-06 2024-11-07"
"Minnesota",61,"plan B","US","web","2024-11-06 2024-11-07"
"Virginia",60,"plan B","US","web","2024-11-06 2024-11-07"
"Maryland",58,"plan B","US","web","2024-11-06 2024-11-07"
"Washington",58,"plan B","US","web","2024-11-06 2024-11-07"
"New Jersey",57,"plan B","US","web","2024-11-06 2024-11-07"
"Missouri",54,"plan B","US","web","2024-11-06 2024-11-07"
"Arkansas",53,"plan B","US","web","2024-11-06 2024-11-07"
"Colorado",52,"plan B","US","web","2024-11-06 2024-11-07"
"New Mexico",51,"plan B","US","web","2024-11-06 2024-11-07"
"Iowa",46,"plan B","US","web","2024-11-06 2024-11-07"
"Idaho",44,"plan B","US","web","2024-11-06 2024-11-07"
"Alaska",NA,"plan B","US","web","2024-11-06 2024-11-07"
"Vermont",NA,"plan B","US","web","2024-11-06 2024-11-07"
"North Dakota",NA,"plan B","US","web","2024-11-06 2024-11-07"
"Montana",NA,"plan B","US","web","2024-11-06 2024-11-07"
"Maine",NA,"plan B","US","web","2024-11-06 2024-11-07"
"Wyoming",NA,"plan B","US","web","2024-11-06 2024-11-07"
"District of Columbia",100,"abortion clinic","US","web","2024-11-06 2024-11-07"
"South Carolina",18,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Georgia",16,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Ohio",10,"abortion clinic","US","web","2024-11-06 2024-11-07"
"North Carolina",10,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Florida",9,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Illinois",8,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Pennsylvania",7,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Texas",6,"abortion clinic","US","web","2024-11-06 2024-11-07"
"New York",4,"abortion clinic","US","web","2024-11-06 2024-11-07"
"California",2,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Alaska",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Wyoming",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Idaho",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Hawaii",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Indiana",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Kansas",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Kentucky",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Louisiana",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Massachusetts",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Maryland",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Maine",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Michigan",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Minnesota",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Missouri",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Mississippi",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Montana",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Delaware",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"North Dakota",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Nebraska",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"New Hampshire",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"New Jersey",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"New Mexico",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Nevada",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Connecticut",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Colorado",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Oklahoma",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Oregon",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Arizona",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Rhode Island",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Arkansas",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"South Dakota",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Tennessee",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Alabama",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Utah",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Virginia",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Vermont",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Washington",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Wisconsin",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"West Virginia",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"Iowa",NA,"abortion clinic","US","web","2024-11-06 2024-11-07"
"New Hampshire",100,"vasectomy","US","web","2024-11-06 2024-11-07"
"Oklahoma",84,"vasectomy","US","web","2024-11-06 2024-11-07"
"New Mexico",83,"vasectomy","US","web","2024-11-06 2024-11-07"
"Indiana",82,"vasectomy","US","web","2024-11-06 2024-11-07"
"Iowa",75,"vasectomy","US","web","2024-11-06 2024-11-07"
"Mississippi",72,"vasectomy","US","web","2024-11-06 2024-11-07"
"Kentucky",72,"vasectomy","US","web","2024-11-06 2024-11-07"
"Nebraska",69,"vasectomy","US","web","2024-11-06 2024-11-07"
"Wisconsin",69,"vasectomy","US","web","2024-11-06 2024-11-07"
"Utah",68,"vasectomy","US","web","2024-11-06 2024-11-07"
"Michigan",66,"vasectomy","US","web","2024-11-06 2024-11-07"
"Tennessee",63,"vasectomy","US","web","2024-11-06 2024-11-07"
"Colorado",60,"vasectomy","US","web","2024-11-06 2024-11-07"
"Ohio",57,"vasectomy","US","web","2024-11-06 2024-11-07"
"Connecticut",56,"vasectomy","US","web","2024-11-06 2024-11-07"
"Washington",56,"vasectomy","US","web","2024-11-06 2024-11-07"
"Florida",55,"vasectomy","US","web","2024-11-06 2024-11-07"
"Illinois",55,"vasectomy","US","web","2024-11-06 2024-11-07"
"Pennsylvania",55,"vasectomy","US","web","2024-11-06 2024-11-07"
"North Carolina",55,"vasectomy","US","web","2024-11-06 2024-11-07"
"Arkansas",55,"vasectomy","US","web","2024-11-06 2024-11-07"
"Alabama",54,"vasectomy","US","web","2024-11-06 2024-11-07"
"Texas",54,"vasectomy","US","web","2024-11-06 2024-11-07"
"Nevada",51,"vasectomy","US","web","2024-11-06 2024-11-07"
"South Carolina",50,"vasectomy","US","web","2024-11-06 2024-11-07"
"Oregon",49,"vasectomy","US","web","2024-11-06 2024-11-07"
"Maryland",46,"vasectomy","US","web","2024-11-06 2024-11-07"
"Virginia",45,"vasectomy","US","web","2024-11-06 2024-11-07"
"Massachusetts",43,"vasectomy","US","web","2024-11-06 2024-11-07"
"Georgia",42,"vasectomy","US","web","2024-11-06 2024-11-07"
"Arizona",42,"vasectomy","US","web","2024-11-06 2024-11-07"
"Missouri",42,"vasectomy","US","web","2024-11-06 2024-11-07"
"New York",39,"vasectomy","US","web","2024-11-06 2024-11-07"
"Minnesota",39,"vasectomy","US","web","2024-11-06 2024-11-07"
"Louisiana",36,"vasectomy","US","web","2024-11-06 2024-11-07"
"California",34,"vasectomy","US","web","2024-11-06 2024-11-07"
"New Jersey",33,"vasectomy","US","web","2024-11-06 2024-11-07"
"Alaska",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"North Dakota",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Rhode Island",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Montana",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"South Dakota",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Maine",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Kansas",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Idaho",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Hawaii",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Vermont",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Delaware",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"District of Columbia",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"West Virginia",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"Wyoming",NA,"vasectomy","US","web","2024-11-06 2024-11-07"
"South Dakota",100,"abortion","US","web","2024-11-08 2024-11-09"
"Alaska",91,"abortion","US","web","2024-11-08 2024-11-09"
"West Virginia",86,"abortion","US","web","2024-11-08 2024-11-09"
"Nebraska",81,"abortion","US","web","2024-11-08 2024-11-09"
"Wyoming",79,"abortion","US","web","2024-11-08 2024-11-09"
"District of Columbia",75,"abortion","US","web","2024-11-08 2024-11-09"
"Indiana",74,"abortion","US","web","2024-11-08 2024-11-09"
"Iowa",73,"abortion","US","web","2024-11-08 2024-11-09"
"Arizona",73,"abortion","US","web","2024-11-08 2024-11-09"
"Rhode Island",72,"abortion","US","web","2024-11-08 2024-11-09"
"New Mexico",72,"abortion","US","web","2024-11-08 2024-11-09"
"New Hampshire",72,"abortion","US","web","2024-11-08 2024-11-09"
"Utah",69,"abortion","US","web","2024-11-08 2024-11-09"
"Delaware",69,"abortion","US","web","2024-11-08 2024-11-09"
"Colorado",68,"abortion","US","web","2024-11-08 2024-11-09"
"Oregon",68,"abortion","US","web","2024-11-08 2024-11-09"
"Missouri",68,"abortion","US","web","2024-11-08 2024-11-09"
"Nevada",68,"abortion","US","web","2024-11-08 2024-11-09"
"Wisconsin",67,"abortion","US","web","2024-11-08 2024-11-09"
"Pennsylvania",67,"abortion","US","web","2024-11-08 2024-11-09"
"Idaho",67,"abortion","US","web","2024-11-08 2024-11-09"
"Vermont",66,"abortion","US","web","2024-11-08 2024-11-09"
"Minnesota",66,"abortion","US","web","2024-11-08 2024-11-09"
"Michigan",66,"abortion","US","web","2024-11-08 2024-11-09"
"Oklahoma",66,"abortion","US","web","2024-11-08 2024-11-09"
"Kansas",65,"abortion","US","web","2024-11-08 2024-11-09"
"Florida",65,"abortion","US","web","2024-11-08 2024-11-09"
"Ohio",64,"abortion","US","web","2024-11-08 2024-11-09"
"Massachusetts",64,"abortion","US","web","2024-11-08 2024-11-09"
"North Carolina",64,"abortion","US","web","2024-11-08 2024-11-09"
"South Carolina",63,"abortion","US","web","2024-11-08 2024-11-09"
"Tennessee",62,"abortion","US","web","2024-11-08 2024-11-09"
"Montana",62,"abortion","US","web","2024-11-08 2024-11-09"
"Arkansas",61,"abortion","US","web","2024-11-08 2024-11-09"
"Washington",61,"abortion","US","web","2024-11-08 2024-11-09"
"Georgia",60,"abortion","US","web","2024-11-08 2024-11-09"
"New Jersey",60,"abortion","US","web","2024-11-08 2024-11-09"
"Connecticut",60,"abortion","US","web","2024-11-08 2024-11-09"
"Maryland",58,"abortion","US","web","2024-11-08 2024-11-09"
"Virginia",58,"abortion","US","web","2024-11-08 2024-11-09"
"Kentucky",57,"abortion","US","web","2024-11-08 2024-11-09"
"Illinois",57,"abortion","US","web","2024-11-08 2024-11-09"
"Alabama",54,"abortion","US","web","2024-11-08 2024-11-09"
"Texas",52,"abortion","US","web","2024-11-08 2024-11-09"
"North Dakota",52,"abortion","US","web","2024-11-08 2024-11-09"
"Hawaii",51,"abortion","US","web","2024-11-08 2024-11-09"
"New York",49,"abortion","US","web","2024-11-08 2024-11-09"
"Louisiana",48,"abortion","US","web","2024-11-08 2024-11-09"
"Maine",48,"abortion","US","web","2024-11-08 2024-11-09"
"California",44,"abortion","US","web","2024-11-08 2024-11-09"
"Mississippi",38,"abortion","US","web","2024-11-08 2024-11-09"
"Alaska",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Alabama",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Arkansas",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Arizona",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"California",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Colorado",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Connecticut",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"District of Columbia",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Delaware",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Florida",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Georgia",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Hawaii",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Iowa",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Idaho",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Illinois",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Indiana",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Kansas",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Kentucky",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Louisiana",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Massachusetts",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Maryland",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Maine",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Michigan",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Minnesota",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Missouri",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Mississippi",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Montana",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"North Carolina",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"North Dakota",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Nebraska",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"New Hampshire",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"New Jersey",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"New Mexico",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Nevada",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"New York",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Ohio",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Oklahoma",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Oregon",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Pennsylvania",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Rhode Island",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"South Carolina",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"South Dakota",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Tennessee",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Texas",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Utah",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Virginia",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Vermont",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Washington",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Wisconsin",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"West Virginia",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Wyoming",NA,"bisalp","US","web","2024-11-08 2024-11-09"
"Nebraska",100,"plan B","US","web","2024-11-08 2024-11-09"
"Delaware",97,"plan B","US","web","2024-11-08 2024-11-09"
"West Virginia",88,"plan B","US","web","2024-11-08 2024-11-09"
"Nevada",84,"plan B","US","web","2024-11-08 2024-11-09"
"Hawaii",78,"plan B","US","web","2024-11-08 2024-11-09"
"Kansas",77,"plan B","US","web","2024-11-08 2024-11-09"
"Mississippi",77,"plan B","US","web","2024-11-08 2024-11-09"
"Alabama",76,"plan B","US","web","2024-11-08 2024-11-09"
"Iowa",74,"plan B","US","web","2024-11-08 2024-11-09"
"Texas",73,"plan B","US","web","2024-11-08 2024-11-09"
"Oklahoma",73,"plan B","US","web","2024-11-08 2024-11-09"
"Georgia",73,"plan B","US","web","2024-11-08 2024-11-09"
"Ohio",73,"plan B","US","web","2024-11-08 2024-11-09"
"Kentucky",73,"plan B","US","web","2024-11-08 2024-11-09"
"Louisiana",70,"plan B","US","web","2024-11-08 2024-11-09"
"Oregon",70,"plan B","US","web","2024-11-08 2024-11-09"
"Colorado",70,"plan B","US","web","2024-11-08 2024-11-09"
"Connecticut",68,"plan B","US","web","2024-11-08 2024-11-09"
"Wisconsin",66,"plan B","US","web","2024-11-08 2024-11-09"
"Maryland",66,"plan B","US","web","2024-11-08 2024-11-09"
"North Carolina",64,"plan B","US","web","2024-11-08 2024-11-09"
"Pennsylvania",62,"plan B","US","web","2024-11-08 2024-11-09"
"New Jersey",61,"plan B","US","web","2024-11-08 2024-11-09"
"Indiana",61,"plan B","US","web","2024-11-08 2024-11-09"
"Virginia",61,"plan B","US","web","2024-11-08 2024-11-09"
"South Carolina",61,"plan B","US","web","2024-11-08 2024-11-09"
"Tennessee",60,"plan B","US","web","2024-11-08 2024-11-09"
"Massachusetts",59,"plan B","US","web","2024-11-08 2024-11-09"
"Florida",59,"plan B","US","web","2024-11-08 2024-11-09"
"Arizona",58,"plan B","US","web","2024-11-08 2024-11-09"
"California",57,"plan B","US","web","2024-11-08 2024-11-09"
"Idaho",57,"plan B","US","web","2024-11-08 2024-11-09"
"Washington",57,"plan B","US","web","2024-11-08 2024-11-09"
"Illinois",56,"plan B","US","web","2024-11-08 2024-11-09"
"Michigan",56,"plan B","US","web","2024-11-08 2024-11-09"
"Missouri",52,"plan B","US","web","2024-11-08 2024-11-09"
"Minnesota",49,"plan B","US","web","2024-11-08 2024-11-09"
"Utah",49,"plan B","US","web","2024-11-08 2024-11-09"
"Arkansas",48,"plan B","US","web","2024-11-08 2024-11-09"
"New York",47,"plan B","US","web","2024-11-08 2024-11-09"
"Alaska",NA,"plan B","US","web","2024-11-08 2024-11-09"
"South Dakota",NA,"plan B","US","web","2024-11-08 2024-11-09"
"Rhode Island",NA,"plan B","US","web","2024-11-08 2024-11-09"
"New Mexico",NA,"plan B","US","web","2024-11-08 2024-11-09"
"New Hampshire",NA,"plan B","US","web","2024-11-08 2024-11-09"
"North Dakota",NA,"plan B","US","web","2024-11-08 2024-11-09"
"Vermont",NA,"plan B","US","web","2024-11-08 2024-11-09"
"Montana",NA,"plan B","US","web","2024-11-08 2024-11-09"
"Maine",NA,"plan B","US","web","2024-11-08 2024-11-09"
"District of Columbia",NA,"plan B","US","web","2024-11-08 2024-11-09"
"Wyoming",NA,"plan B","US","web","2024-11-08 2024-11-09"
"Pennsylvania",100,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Florida",44,"abortion clinic","US","web","2024-11-08 2024-11-09"
"California",25,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Alaska",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Wyoming",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Colorado",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Connecticut",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"District of Columbia",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Delaware",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Arkansas",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Georgia",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Hawaii",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Iowa",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Idaho",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Illinois",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Indiana",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Kansas",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Kentucky",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Louisiana",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Massachusetts",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Maryland",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Maine",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Michigan",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Minnesota",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Missouri",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Mississippi",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Montana",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"North Carolina",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"North Dakota",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Nebraska",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"New Hampshire",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"New Jersey",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"New Mexico",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Nevada",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"New York",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Ohio",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Oklahoma",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Oregon",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Alabama",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Rhode Island",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"South Carolina",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"South Dakota",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Tennessee",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Texas",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Utah",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Virginia",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Vermont",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Washington",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Wisconsin",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"West Virginia",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Arizona",NA,"abortion clinic","US","web","2024-11-08 2024-11-09"
"Utah",100,"vasectomy","US","web","2024-11-08 2024-11-09"
"Iowa",88,"vasectomy","US","web","2024-11-08 2024-11-09"
"Arkansas",76,"vasectomy","US","web","2024-11-08 2024-11-09"
"Missouri",63,"vasectomy","US","web","2024-11-08 2024-11-09"
"Wisconsin",62,"vasectomy","US","web","2024-11-08 2024-11-09"
"Oregon",61,"vasectomy","US","web","2024-11-08 2024-11-09"
"Pennsylvania",59,"vasectomy","US","web","2024-11-08 2024-11-09"
